"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31971","User can complete checkout successfully","chromium","2026-03-14","passed","2026-03-14","","checkout.spec.ts","",""
